user	imgname	file_size	width	height	aspect_ratio	image_size	diagonal	file_size_s	gray_mean	gray_std_dev	HSV_H_mean	HSV_H_std_dev	HSV_S_mean	HSV_S_std_dev	HSV_V_mean	HSV_V_std_dev	HSV_H_circular_mean	HSV_H_circular_std_dev	contrast_range	contrast_range_lower	contrast_range_upper	colorful	hue_count	edge_density	edge_distance	edge_box_size	edge_box_x1	edge_box_y1	edge_box_x2	edge_box_y2	sharp_laplacian	dof_inner
hillaryclinton	2016-01-29 13.17.34 1173326623941916819_1834271085.jpg	45177	382	382	1.0	145924	540.2295808265224	0.3095926646747622	94.48778131081933	72.3421099900579	44.80543981798745	54.12020708633	98.98948082563527	57.47246936475762	111.31234752336833	74.61132727934418	5.137938904704231	28.938090006496257	204	1	204	42.92126577279714	4	0.07812971135659659	0.3509269480908816	0.8107919190811655	4	69	381	381	33.23210768713088	1.0973700212663269
hillaryclinton	2016-01-30 12.31.56 1174028425414900717_1834271085.jpg	42474	400	400	1.0	160000	565.685424949238	0.2654625	135.6426125	58.47582769123361	55.582775	72.65863066972412	100.36583125	57.544593240777395	175.1288875	59.486181908173805	6.104553791112109	10.107435943091154	178	33	210	77.01649731988162	3	0.04279375	0.3401578801602001	0.695	96	0	373	399	14.365900743160651	1.0240209097166166
hillaryclinton	2016-01-30 13.24.01 1174054643598162831_1834271085.jpg	51242	400	300	1.3333333333333333	120000	500.0	0.42701666666666666	86.58488333333334	67.00935403473947	59.25508333333333	56.75207161410987	59.4527	50.667722263554204	98.24830833333333	72.51206302842489	9.04517420393615	37.324631830262376	183	13	195	37.762808232978976	5	0.11301666666666667	0.28945764015073555	0.69	0	46	399	252	43.30845517988039	1.5477568791869385
hillaryclinton	2016-01-30 13.53.17 1174069374723619217_1834271085.jpg	71751	400	400	1.0	160000	565.685424949238	0.44844375	103.97156875	63.524009519346485	75.07334375	62.772842869702316	39.3981875	43.03401659402529	111.9609625	62.45402359795238	11.527869777823007	39.779113241864096	178	13	190	23.761726700040025	6	0.12661875	0.34535501833580745	0.80548125	0	21	398	343	35.35268379443596	1.1248588541444609
hillaryclinton	2016-01-30 17.15.58 1174171382621207416_1834271085.jpg	70013	400	400	1.0	160000	565.685424949238	0.43758125	102.243725	59.13617768020161	67.01744375	57.893848135752606	41.550475	27.18120103627459	111.51985625	61.97287969934377	175.71758983880594	41.97973088880419	162	28	189	26.328947698065353	10	0.12301875	0.35617205155967296	0.875	0	0	399	349	35.060951998000476	1.1211685249480916
hillaryclinton	2016-01-30 18.37.19 1174212329220405330_1834271085.jpg	46702	400	400	1.0	160000	565.685424949238	0.2918875	58.89840625	64.10675664436597	66.769875	58.529999615448276	104.83345625	63.21419258702381	78.16635	73.47796712401275	170.01232280177027	47.76214712737696	139	1	139	59.045433070724975	8	0.0568875	0.3443989696491226	0.6234375	1	29	399	278	18.67107719023493	1.144082416387671
hillaryclinton	2016-01-30 20.58.03 1174283164127919076_1834271085.jpg	62474	400	400	1.0	160000	565.685424949238	0.3904625	111.51675	67.57323180770253	33.74694375	46.360605246095915	85.069825	40.502269991561896	132.86536875	73.23186741901728	8.64608015204463	23.556457564833618	194	10	203	45.49587420092577	4	0.09474375	0.3417163706054878	0.8165625	64	0	398	389	20.17599811655857	1.0173725688883806
hillaryclinton	2016-01-30 22.38.08 1174333537492466042_1834271085.jpg	60906	400	400	1.0	160000	565.685424949238	0.3806625	113.83485625	60.2955437515231	70.65299375	52.64312923271622	46.28331875	33.25680587091758	126.27476875	64.5801169740658	172.28909560013477	62.95153852321809	178	32	209	34.91648764682834	7	0.065175	0.3508094311965682	0.85355	2	0	398	343	24.784267831113652	1.1516827168495358
hillaryclinton	2016-01-31 15.15.02 1174835294949669882_1834271085.jpg	71115	344	400	0.86	137600	527.5755870015215	0.5168241279069767	161.0671148255814	80.33102377521779	24.423364825581395	24.527038633782613	70.46040697674418	58.27994528573949	175.52802325581396	74.34164641721836	18.771877840050763	13.856559992810162	196	58	253	37.42513045367769	3	0.12202761627906977	0.33322577569239026	0.6617732558139535	29	109	342	398	54.39440420170913	1.1288412885088859
hillaryclinton	2016-01-31 18.32.20 1174934601958750453_1834271085.jpg	43206	400	400	1.0	160000	565.685424949238	0.2700375	143.69505625	51.80176556411311	64.76651875	52.027036291296646	159.53135625	111.71781288937582	215.65915625	52.614403985867646	114.3507179901812	53.437898084203525	157	98	254	183.4462999462159	2	0.04296875	0.302030648913033	0.5335125	0	137	346	382	23.887975963317267	1.260633733763794
